State,State_Code,County,County_Code,Payam,Payam_Code,Facility_Name,Type,Facilities_Code,Latitude,Longitude,COUNT
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Magwi PHCC,PHCC,"93080206","4.13566","32.30088","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Maji PHCU,PHCU,"93080207","4.09078","32.20857","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Obbo PHCC,PHCC,"93080208","4.04457","32.42419","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Ofiriha Magwi PHCU,PHCU,"93080209","4.31416","32.29971","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Omeo PHCU,PHCU,"93080210","4.20987","32.24769","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,OWING KIBUL M. TXC VCT PHCU,PHCU,"93080211","0","0","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Owinykibul PHCC,PHCC,"93080212","0","0","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,OWINYKIBUL PHCU,PHCU,"93080213","3.84111","32.26569","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Palotaka PHCU,PHCU,"93080214","4.02295","32.47198","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,WinyoLwonga PHCU,PHCU,"93080215","4.01834","32.19164","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Agoro PHCU,PHCU,"93080216","4.269898","32.171954","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Paluoanyi PHCU,PHCU,"93080217","4.12706","32.31664","1"
Eastern Equatoria,SS02,Magwi,SS0207,Mugali,SS020703,Ganzi PHCU,PHCU,"93080301","3.61419","32.16333","1"
Eastern Equatoria,SS02,Magwi,SS0207,Mugali,SS020703,Mugali PHCC,PHCU,"93080302","3.56646","32.19721","1"
Eastern Equatoria,SS02,Magwi,SS0207,Mugali,SS020703,Masindi PHCU,PHCU,"93080303","3.58986","32.17752","1"
Eastern Equatoria,SS02,Magwi,SS0207,Mugali,SS020703,Mutiaba PHCU,PHCU,"93080304","3.58607","32.15387","1"
Eastern Equatoria,SS02,Magwi,SS0207,Mugali,SS020703,Bilinyang PHCU,PHCU,"93080305","3.62603","32.1535","1"
Eastern Equatoria,SS02,Magwi,SS0207,Nimule,SS020704,Longu PHCU,PHCU,"93080401","3.56648","32.13251","1"
Eastern Equatoria,SS02,Magwi,SS0207,Nimule,SS020704,Nimule CDOT PHCC,PHCC,"93080402","3.58503","32.08616","1"
Eastern Equatoria,SS02,Magwi,SS0207,Nimule,SS020704,NIMULE Hospital,Hospital,"93080403","3.60029","32.05674","1"
Eastern Equatoria,SS02,Magwi,SS0207,Nimule,SS020704,Olikwi PHCU,PHCU,"93080404","3.57093","32.07906","1"
Eastern Equatoria,SS02,Magwi,SS0207,Pageri,SS020705,Moli Tokuro PHCC,PHCC,"93080501","3.923311","32.066653","1"
Eastern Equatoria,SS02,Magwi,SS0207,Pageri,SS020705,Opari PHCC,PHCC,"93080502","3.92338","32.06751","1"
Eastern Equatoria,SS02,Magwi,SS0207,Pageri,SS020705,Pageri PHCC,PHCC,"93080503","3.856644","31.994669","1"
Eastern Equatoria,SS02,Magwi,SS0207,Pajok,SS020706,Pajok PHCC,PHCC,"93080601","3.8718","32.48137","1"
Eastern Equatoria,SS02,Magwi,SS0207,Pajok,SS020706,Pogee PHCU,PHCU,"93080602","3.76672","32.5188","1"
,,,,,,,,,,,
