State,State_Code,County,County_Code,Payam,Payam_Code,Facility_Name,Type,Facilities_Code,Latitude,Longitude,COUNT
Central Equatoria,SS01,Yei,SS0106,Tore,SS010604,Kundru PHCU,PHCU,"92040402","4.39805","30.21588","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Gimunu PHCU,PHCU,"92040501","4.12348","30.76824","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Logobero PHCU,PHCU,"92040502","4.12449","30.66957","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Martha PHCC,PHCC,"92040503","4.097428","30.667819","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Minyori PHCU,PHCU,"92040504","4.12528","30.62005","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,St Bakhita PHCC,PHCC,"92040505","4.103195","30.632383","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Yei Civil Hospital,Hospital,"92040506","4.09133","30.6756","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Rwonyi PHCU,PHCU,"92040507","4.08559","30.68608","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Pakula PHCU,PHCU,"92040508","4.04056","30.87171","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,His House of Hope Hospital,Hospital,"92040509","0","0","1"
Central Equatoria,SS01,Yei,SS0106,Yei,SS010605,Loparate PHCC,PHCC,"92040510","0","0","1"
Central Equatoria,SS01,Morobo,SS0104,Gulumbi,SS010401,Kendila PHCU,PHCU,"92050101","4.09067","30.67704","1"
Central Equatoria,SS01,Morobo,SS0104,Gulumbi,SS010401,Morobo PHCC,PHCU,"92050102","3.68784","30.77521","1"
Central Equatoria,SS01,Morobo,SS0104,Gulumbi,SS010401,Rodoba PHCU,PHCU,"92050103","3.6001","30.80723","1"
Central Equatoria,SS01,Morobo,SS0104,Kimba,SS010402,Kaya PHCC,PHCC,"92050201","3.54158","30.88163","1"
Central Equatoria,SS01,Morobo,SS0104,Lujulo,SS010403,Panyana PHCU,PHCU,"92050301","0","0","1"
Central Equatoria,SS01,Morobo,SS0104,Panyume,SS010404,Panyume PHCC,PHCC,"92050401","3.78104","30.9509","1"
Central Equatoria,SS01,Morobo,SS0104,Panyume,SS010404,Yaribe PHCU,PHCU,"92050402","3.92413","30.958101","1"
Central Equatoria,SS01,Morobo,SS0104,Panyume,SS010404,Khor Kaya PHCC,PHCC,"92050403","0","0","1"
Central Equatoria,SS01,Morobo,SS0104,Wudabi,SS010405,Aloto Rural PHCU,PHCU,"92050501","3.7495","30.62502","1"
Central Equatoria,SS01,Morobo,SS0104,Wudabi,SS010405,Geri PHCU,PHCU,"92050502","3.831217","30.945967","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Kangai PHCC,PHCC,"92060101","3.76897","31.6568","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Kiri PHCU,PHCU,"92060102","3.77026","31.63504","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Leikor PHCU,PHCU,"92060103","3.80778","31.66591","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Limi PHCU,PHCU,"92060104","3.80276","31.71516","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Litoba PHCU,PHCU,"92060105","3.738447","31.683778","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Sera Jale PHCU,PHCU,"92060106","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Saregoro PHCU,PHCU,"92060107","3.84418","31.67882","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Healing Kadi PHCC,PHCC,"92060108","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo I,SS010201,Abaya PHCU,PHCU,"92060109","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Bori PHCC,PHCC,"92060201","3.77376","31.51023","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Jalimo PHCC,PHCC,"92060202","3.75939","31.59883","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Kajo Keji Civil Hospital,Hospital,"92060203","3.85234","31.65678","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Lomin PHCU,PHCU,"92060204","3.82487","31.65945","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Logu PHCU,PHCU,"92060205","3.83556","31.61888","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Kinyiba PHCU,PHCU,"92060206","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Kangapo Ii,SS010202,Merwa PHCC,PHCC,"92060207","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Lire,SS010203,Lire PHCC,PHCC,"92060301","3.89665","31.62024","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Lire,SS010203,Mere PHCU,PHCU,"92060302","3.88952","31.67249","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Lire,SS010203,Romogi PHCU,PHCU,"92060303","3.90843","31.649891","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Lire,SS010203,Longira PHCU,PHCU,"92060304","3.87789","31.60106","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Lire,SS010203,Mogiri PHCU,PHCU,"92060305","3.95063","31.59526","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Liwolo,SS010204,Ajio PHCU,PHCU,"92060401","3.83871","31.19507","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Liwolo,SS010204,Sokare PHCC,PHCC,"92060402","3.79576","31.43041","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Liwolo,SS010204,Pure PHCU,PHCU,"92060403","0","0","1"
Central Equatoria,SS01,Kajo-keji,SS0102,Nyepo,SS010205,Kansuk PHCC,PHCC,"92060501","4.01094","31.53514","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Bur Mutaram PHCU,PHCU,"93010101","4.52591","32.49406","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Ohila PHCU,PHCU,"93010102","4.65465","32.48135","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Ohiri PHCU,PHCU,"93010103","4.7303","32.50993","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Oriaju PHCU,PHCU,"93010104","4.57174","32.72784","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Oronyo PHCC,PHCC,"93010105","4.57174","32.72784","1"
Eastern Equatoria,SS02,Torit,SS0208,Bur,SS020801,Osito PHCU,PHCU,"93010106","4.5558","32.48712","1"
Eastern Equatoria,SS02,Torit,SS0208,Himodonge,SS020803,Hilieu PHCC,PHCC,"93010201","4.32201","32.64614","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Chalamini PHCU,PHCU,"93010301","4.49934","32.9081","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Haforiere PHCU,PHCU,"93010302","4.45259","32.81242","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Hidonge Ifura PHCU,PHCU,"93010303","4.58613","32.79688","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Hidonge malagit PHCU,PHCU,"93010304","4.59865","32.82207","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Hiyala PHCC,PHCC,"93010305","4.46423","32.86489","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Ilieu PHCU,PHCU,"93010306","4.50312","32.97533","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Iloli PHCU,PHCU,"93010307","4.43547","32.9106","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Mura Hatiha PHCU,PHCU,"93010308","4.51026","32.78444","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Offi PHCU,PHCU,"93010309","4.502189","32.583807","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Oguruny PHCU,PHCU,"93010310","4.39587","32.90319","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Olianga PHCU,PHCU,"93010311","4.34133","32.92179","1"
Eastern Equatoria,SS02,Torit,SS0208,Hiyala,SS020802,Tirangore PHCU,PHCU,"93010312","4.55415","32.48775","1"
Eastern Equatoria,SS02,Torit,SS0208,Ifwotu,SS020804,Imokoru PHCU,PHCU,"93010401","4.20337","32.55036","1"
Eastern Equatoria,SS02,Torit,SS0208,Ifwotu,SS020804,Moti PHCU,PHCU,"93010402","4.36269","32.55314","1"
Eastern Equatoria,SS02,Torit,SS0208,Imurok,SS020805,Imurok PHCU,PHCU,"93010501","4.31523","32.43245","1"
Eastern Equatoria,SS02,Torit,SS0208,Imurok,SS020805,Khormush PHCU,PHCU,"93010502","4.21578","32.3772","1"
Eastern Equatoria,SS02,Torit,SS0208,Imurok,SS020805,Olere PHCU,PHCU,"93010503","4.43506","32.48057","1"
Eastern Equatoria,SS02,Torit,SS0208,Kudo,SS020806,Kudo PHCC,PHCC,"93010601","4.54853","32.22776","1"
Eastern Equatoria,SS02,Torit,SS0208,Kudo,SS020806,Loulang PHCU,PHCU,"93010602","4.45981","32.29903","1"
Eastern Equatoria,SS02,Torit,SS0208,Kudo,SS020806,Lowoi PHCC,PHCC,"93010603","4.48993","32.16764","1"
Eastern Equatoria,SS02,Torit,SS0208,Kudo,SS020806,Offiri PHCU,PHCU,"93010604","0","0","1"
Eastern Equatoria,SS02,Torit,SS0208,Kudo,SS020806,Ofiriha PHCU,PHCU,"93010605","4.421696","32.644107","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Ibalany PHCU,PHCU,"93010701","4.42425","32.53183","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Nyong PHCC,PHCC,"93010702","4.412822","32.570753","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Torit State Hospital,Hospital,"93010703","4.49038","32.79671","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Kalisoni PHCU,PHCU,"93010704","4.030811","32.487555","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Longwere PHCC,PHCC,"93010705","0","0","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Malaya PHCU,PHCU,"93010706","4.410043","32.572131","1"
Eastern Equatoria,SS02,Torit,SS0208,Torit,SS020807,Nyara PHCU,PHCU,"93010707","0","0","1"
Eastern Equatoria,SS02,Lafon,SS0206,Arihilo,SS020601,Imedu PHCU,PHCU,"93020101","4.913181","32.677192","1"
Eastern Equatoria,SS02,Lafon,SS0206,Arihilo,SS020601,Lacharok PHCU,PHCU,"93020102","4.86697","32.70185","1"
Eastern Equatoria,SS02,Lafon,SS0206,Arihilo,SS020601,Logonowati PHCU,PHCU,"93020103","4.84137","32.69088","1"
Eastern Equatoria,SS02,Lafon,SS0206,Burgilo,SS020602,Lafon PHCC,PHCC,"93020201","5.03039","32.476115","1"
Eastern Equatoria,SS02,Lafon,SS0206,Burgilo,SS020602,Taar PHCU,PHCU,"93020202","5.102244","32.460542","1"
Eastern Equatoria,SS02,Lafon,SS0206,Imehejek,SS020603,Imehejek County Hospital,Hospital,"93020301","4.78175","32.76149","1"
Eastern Equatoria,SS02,Lafon,SS0206,Kurumi,SS020604,Adeba PHCU,PHCU,"93020401","5.00959","32.39547","1"
Eastern Equatoria,SS02,Lafon,SS0206,Kurumi,SS020604,Kujikor PHCU,PHCU,"93020402","4.95679","32.42887","1"
Eastern Equatoria,SS02,Lafon,SS0206,Lohutok,SS020605,AIC Lohutok PHCC,PHCC,"93020501","4.642398","32.85622","1"
Eastern Equatoria,SS02,Lafon,SS0206,Lohutok,SS020605,Ibonni PHCU,PHCU,"93020502","4.661957","32.796646","1"
Eastern Equatoria,SS02,Lafon,SS0206,Lohutok,SS020605,Lalanga PHCU,PHCU,"93020503","4.59091","32.90335","1"
Eastern Equatoria,SS02,Lafon,SS0206,Lohutok,SS020605,Loming PHCU,PHCU,"93020504","4.52279","32.92991","1"
Eastern Equatoria,SS02,Lafon,SS0206,Longiro,SS020606,Bule PHCU,PHCU,"93020601","4.901303","32.618125","1"
Eastern Equatoria,SS02,Lafon,SS0206,Longiro,SS020606,Haba PHCU,PHCU,"93020602","4.83781","32.62203","1"
Eastern Equatoria,SS02,Lafon,SS0206,Longiro,SS020606,Idali PHCU,PHCU,"93020603","4.70395","32.68326","1"
Eastern Equatoria,SS02,Lafon,SS0206,Longiro,SS020606,Longiro PHCU,PHCU,"93020604","4.78893","32.6278","1"
Eastern Equatoria,SS02,Lafon,SS0206,Marguna,SS020607,Ukwanya PHCU,PHCU,"93020701","5.094514","32.480869","1"
Eastern Equatoria,SS02,Lafon,SS0206,Pachidi,SS020608,Pachidi PHCU,PHCU,"93020801","4.80568","32.47657","1"
Eastern Equatoria,SS02,Lafon,SS0206,Pachidi,SS020608,Upuo PHCU,PHCU,"93020802","4.78606","32.43223","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Chumakori,SS020401,Chumakori PHCU,PHCU,"93030101","4.91333","33.55849","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Chumakori,SS020401,Nawoyamuria PHCU,PHCU,"93030102","5.30453","33.45908","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Karukomuge,SS020402,Kibak PHCU,PHCU,"93030201","4.995578","33.579274","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Karukomuge,SS020402,Lokoges PHCU,PHCU,"93030202","5.049","33.3049","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Karukomuge,SS020402,Lopetet PHCU,PHCU,"93030203","5.011983","33.514405","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Karukomuge,SS020402,Naakwa PHCC,PHCC,"93030204","5.06715","33.55346","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Karukomuge,SS020402,Wokobu PHCU,PHCU,"93030205","5.1397","33.51597","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Lomeyen,SS020403,Lomeyen PHCU,PHCU,"93030301","4.90765","33.45101","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Lomeyen,SS020403,Naminitoit PHCU,PHCU,"93030302","5.201201","33.514152","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Lomeyen,SS020403,Naminitoit Prison PHCU,PHCU,"93030303","4.92252","33.40429","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Mosingo,SS020404,Mossingo PHCU,PHCU,"93030401","5.267482","33.771244","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Mosingo,SS020404,Namonicheck PHCU,PHCU,"93030402","5.2795","33.39236","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Mosingo,SS020404,Nasipiral PHCU,PHCU,"93030403","0","0","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Najie,SS020405,Nangoletirae PHCU,PHCU,"93030501","4.89588","33.49577","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Najie,SS020405,Riwoto PHCC,PHCC,"93030502","4.88217","33.50584","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Paringa,SS020406,Choroi PHCU,PHCU,"93030601","4.88719","33.60092","1"
Eastern Equatoria,SS02,Kapoeta North,SS0204,Paringa,SS020406,Paringa PHCU,PHCU,"93030602","4.84784","33.56327","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Jie,SS020301,Kalupe PHCU,PHCU,"93040101","5.39543","33.69555","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Katodori,SS020302,Kalupe PHCU,PHCU,"93040201","4.7763","33.80437","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Katodori,SS020302,Lowoyakali PHCU,PHCU,"93040202","4.67819","33.81587","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Katodori,SS020302,Nakabangole PHCU,PHCU,"93040203","0","0","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Katodori,SS020302,Nangolet PHCU,PHCU,"93040204","0","0","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Katodori,SS020302,Napotpot (Loburi) PHCU,PHCU,"93040205","4.62665","33.89911","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Kauto,SS020303,GOOD SHEPHARD PHCC,PHCC,"93040301","5.49867","34.77216","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Kauto,SS020303,Kuron PHCC,PHCC,"93040302","5.70488","34.56504","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Kauto,SS020303,Namorupus PHCU,PHCU,"93040303","5.47083","34.64701","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Lotimor,SS020304,LOTIMOR PHCU,PHCU,"93040401","5.310038","35.074905","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Mogos,SS020305,Mogos PHCC,PHCC,"93040501","5.12477","33.7906","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Mogos,SS020305,Moruanrengan PHCU,PHCU,"93040502","0","0","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Mogos,SS020305,Nasigigriate PHCU,PHCU,"93040503","4.97525","33.69908","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Mogos,SS020305,Naswat PHCU,PHCU,"93040504","0","0","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,Kaludo PHCU,PHCU,"93040601","4.6822","34.1065","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,Loolim PHCU,PHCU,"93040602","4.58788","34.04496","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,Lopua PHCU,PHCU,"93040603","0","0","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,Nadapal PHCU,PHCU,"93040604","4.448731","34.184503","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,NALIEL PHCU,PHCU,"93040605","4.8233","34.22006","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,Narus CDoT PHCC,PHCC,"93040606","4.50478","34.17014","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Narus,SS020306,SMC/Narus PHCC,PHCC,"93040607","4.50338","34.16179","1"
Eastern Equatoria,SS02,Kapoeta East,SS0203,Natinga,SS020307,New Site Wodran PHCC,PHCC,"93040701","4.25042","34.00154","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Kapoeta Town,SS020501,Kapoeta Civil Hospital,Hospital,"93050101","4.77239","33.59156","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Kapoeta Town,SS020501,Kapoeta Mission Hospital,Hospital,"93050102","4.74505","33.6018","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Longeleya,SS020502,Longeleya PHCU,PHCU,"93050201","4.701444","33.633778","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Machi One,SS020503,Katiko Referral Hospital,Hospital,"93050301","4.72629","33.53197","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Machi One,SS020503,Nachilagur PHCU,PHCC,"93050302","4.7536","33.6058","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Machi Two,SS020504,Hope for South Sudan PHCC,PHCC,"93050401","4.76823","33.57828","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Machi Two,SS020504,Nakware PHCU,PHCU,"93050402","4.774","33.500417","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Pwata,SS020505,Nachukut PHCU,PHCU,"93050501","4.82983","33.62898","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Pwata,SS020505,Nak Nak PHCU,PHCU,"93050502","4.753361","33.662867","1"
Eastern Equatoria,SS02,Kapoeta South,SS0205,Pwata,SS020505,Napetait PHCC,PHCC,"93050503","4.625861","33.656833","1"
Eastern Equatoria,SS02,Budi,SS0201,Kimotong,SS020101,Kimotong PHCC,PHCC,"93060101","4.6849","33.26397","1"
Eastern Equatoria,SS02,Budi,SS0201,Komori,SS020102,Chukudum Hospital,Hospital,"93060201","4.22797","33.48606","1"
Eastern Equatoria,SS02,Budi,SS0201,Komori,SS020102,Komiri PHCC,PHCC,"93060202","4.227561","33.492839","1"
Eastern Equatoria,SS02,Budi,SS0201,Komori,SS020102,Lojiong PHCU,PHCU,"93060203","4.28673","33.43199","1"
Eastern Equatoria,SS02,Budi,SS0201,Komori,SS020102,Lokidele PHCU,PHCU,"93060204","4.22455","33.55291","1"
Eastern Equatoria,SS02,Budi,SS0201,Loriyok,SS020104,FRAK-SIKA PHCU,PHCU,"93060301","4.38266","33.34868","1"
Eastern Equatoria,SS02,Budi,SS0201,Loriyok,SS020104,Loriyok PHCU,PHCU,"93060302","4.51921","33.32309","1"
Eastern Equatoria,SS02,Budi,SS0201,Lotukei,SS020105,Kikilai PHCC,PHCC,"93060401","4.13318","33.6022","1"
Eastern Equatoria,SS02,Budi,SS0201,Lotukei,SS020105,Lorema PHCC,PHCC,"93060402","4.16063","33.66069","1"
Eastern Equatoria,SS02,Budi,SS0201,Lotukei,SS020105,Piobokoi PHCU,PHCU,"93060403","4.08498","33.75889","1"
Eastern Equatoria,SS02,Budi,SS0201,Loudo,SS020106,Kapeta PHCU,PHCU,"93060501","4.3092","33.64248","1"
Eastern Equatoria,SS02,Budi,SS0201,Loudo,SS020106,Nathilani PHCU,PHCU,"93060502","4.334458","33.679093","1"
Eastern Equatoria,SS02,Budi,SS0201,Loudo,SS020106,Ngatuba PHCU,PHCU,"93060503","4.25673","33.69916","1"
Eastern Equatoria,SS02,Budi,SS0201,Nagishot,SS020107,Kadumakuc PHCU,PHCU,"93060601","4.21664","33.59991","1"
Eastern Equatoria,SS02,Budi,SS0201,Nagishot,SS020107,Nagishot PHCC,PHCC,"93060602","4.26734","33.56633","1"
Eastern Equatoria,SS02,Budi,SS0201,Napak,SS020108,Chawa PHCU,PHCU,"93060701","4.73338","33.24401","1"
Eastern Equatoria,SS02,Budi,SS0201,Nauro,SS020103,Haliba PHCU,PHCU,"93060801","4.45161","33.4448","1"
Eastern Equatoria,SS02,Budi,SS0201,Nauro,SS020103,Kathac PHCU,PHCU,"93060802","4.22797","33.48606","1"
Eastern Equatoria,SS02,Budi,SS0201,Nauro,SS020103,Kibongorok PHCU,PHCU,"93060803","4.40211","33.52178","1"
Eastern Equatoria,SS02,Budi,SS0201,Nauro,SS020103,Ngauro PHCC,PHCC,"93060804","4.44648","33.68476","1"
Eastern Equatoria,SS02,Budi,SS0201,Nauro,SS020103,Tulugi PHCU,PHCU,"93060805","4.35017","33.62521","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Hatire,SS020201,Gilo PHCU,PHCU,"93070101","4.046413","32.833867","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Hatire,SS020201,Hatire PHCC,PHCC,"93070102","4.033623","32.823727","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Hatire,SS020201,Imila PHCU,PHCU,"93070103","4.167424","32.865797","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Ikotos,SS020202,Huma PHCU,PHCU,"93070201","4.173731","33.016092","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Ikotos,SS020202,Ikwoto PHCC,PHCC,"93070202","4.0797","33.09858","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Ikotos,SS020202,Lorima PHCU,PHCU,"93070203","4.06473","33.157","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Ikotos,SS020202,Momoria PHCU,PHCU,"93070204","4.11448","33.07966","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Ikotos,SS020202,Tseretenya PHCU,PHCU,"93070205","3.83168","33.22004","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Imotong PHCC,PHCC,"93070301","4.17102","32.8418","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Lobwaye PHCU,PHCU,"93070302","4.05459","32.97395","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Lofulung PHCU,PHCU,"93070303","4.117931","32.887767","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Logire Hutuk-hinyang PHCU,PHCU,"93070304","4.014976","33.021085","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Lomwoo PHCU,PHCU,"93070305","4.0844","32.93539","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Imotong,SS020203,Ngaluma PHCU,PHCU,"93070306","3.97988","33.06697","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang North,SS020204,Chahare PHCU,PHCU,"93070401","4.28959","33.14447","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang North,SS020204,Lobira PHCU,PHCU,"93070402","4.39638","33.06069","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang North,SS020204,Mangalla PHCU,PHCU,"93070403","4.26094","33.18783","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang North,SS020204,St Theresa Isohe Mission Hospital,Hospital,"93070404","4.24025","33.07553","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang South,SS020205,Chorokol PHCU,PHCU,"93070501","4.22344","33.19469","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang South,SS020205,Lodurumo PHCU,PHCU,"93070502","4.237011","33.172844","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang South,SS020205,Lodwara PHCU,PHCU,"93070503","4.19423","33.20613","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Lomohidang South,SS020205,Okorohore PHCU,PHCU,"93070504","4.15718","33.16964","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Losite,SS020206,Ateda PHCU,PHCU,"93070601","3.825603","33.441369","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Losite,SS020206,Biira PHCC,PHCC,"93070602","3.83313","33.58209","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Losite,SS020206,Lofus PHCU,PHCU,"93070603","3.80408","33.43435","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Losite,SS020206,Lotome PHCU,PHCU,"93070604","3.97491","33.44999","1"
Eastern Equatoria,SS02,Ikotos,SS0202,Losite,SS020206,Nakoringole PHCU,PHCU,"93070605","3.86298","33.47628","1"
Eastern Equatoria,SS02,Magwi,SS0207,Lobone,SS020701,Kicenga PHCC,PHCC,"93080101","3.877638","32.626849","1"
Eastern Equatoria,SS02,Magwi,SS0207,Lobone,SS020701,Lobone PHCC,PHCC,"93080102","3.79789","32.76134","1"
Eastern Equatoria,SS02,Magwi,SS0207,Lobone,SS020701,Palwar PHCU,PHCU,"93080103","3.9175","32.59803","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Abara PHCC,PHCC,"93080201","4.082614","32.178892","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Amee PHCU,PHCU,"93080202","4.07205","32.03473","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Ayii PHCU,PHCU,"93080203","4.213069","31.994669","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Lerwa PHCU,PHCU,"93080204","0","0","1"
Eastern Equatoria,SS02,Magwi,SS0207,Magwi,SS020702,Magwi CDOT PHCC,PHCC,"93080205","4.12293","32.30432","1"
